ruc,razon_social,tipo_empresa,estado_sunat,condicion_sunat,departamento,provincia,distrito,telefono,email,codigo_registro,fecha_consulta
20568428375,COOPERATIVA AGRARIA ASHANINKA DEL VALLE PICHIS,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,PASCO,OXAPAMPA,PUERTO BERMUDEZ,,,,2026-09-20T01:43:21.108Z
20568466030,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE AGUAS TERMALES DE PUMARANRA,ASOCIACION,ACTIVO,HABIDO,HUANCAVELICA,ACOBAMBA,PAUCARA,,,,2026-09-20T01:43:21.108Z
20568549083,COOPERATIVA AGRARIA INDUSTRIAL APASC SANCORE-PALCAZU LTDA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,PASCO,OXAPAMPA,PALCAZU,989051612,APSC.SANCORE@GMAIL.COM,S1285193,2026-09-20T01:43:21.108Z
20568560133,COOPERATIVA AGRARIA ECOLOGICO ALTO PALCAZU LAGUNA RAYA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,PASCO,OXAPAMPA,VILLA RICA,,,,2026-09-20T01:43:21.108Z
20568567731,COOPERATIVA AGRARIA VILLA RICA GOLDEN COFFEE LTDA.,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,PASCO,OXAPAMPA,VILLA RICA,,,,2026-09-20T01:43:21.108Z
20568587333,ASOCIACION DE PRODUCTORES AGROECOLOGICOS UYSUS,ASOCIACION,BAJA DE OFICIO,HABIDO,JUNIN,HUANCAYO,CHILCA,,,,2026-09-20T01:43:21.108Z
20568609833,ASOCIACION DE MUJERES PRODUCTORAS ARTESANAS CACAO JENTARI - AMPROA CACAO JENTARI,ASOCIACION,BAJA DE OFICIO,HABIDO,JUNIN,SATIPO,RIO NEGRO,,,,2026-09-20T01:43:21.108Z
20568720866,ASOCIACION UNION POMAVILCA,ASOCIACION,ACTIVO,HABIDO,HUANCAVELICA,ACOBAMBA,ACOBAMBA,931322574,unionpomavilca@gmail.com,S0996264,2026-09-20T01:43:21.108Z
20568733411,"ASOCIACIÓN DE PRODUCTORES ""PIÑAS EL SAMAÑU""",ASOCIACION,BAJA DE OFICIO,HABIDO,JUNIN,SATIPO,PANGOA,,,,2026-09-20T01:43:21.108Z
20568771002,COMITÉ DE GESTIÓN DE PROYECTOS DE HUASAHUASI Y CASERÍOS - COMITÉ DE GESTIÓN HUASAHUASI,COMITES  INSCRITOS,ACTIVO,HABIDO,JUNIN,TARMA,HUASAHUASI,,,,2026-09-20T01:43:21.108Z
20568804709,COOPERATIVA AGRARIA MUJER ANDINA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,JUNIN,CONCEPCION,SAN JOSE DE QUERO,,,,2026-09-20T01:43:21.108Z
20568858621,CENTRAL DE ORGANIZACIONES PRODUCTORAS DE CITRICOS DE LA PROVINCIA DE SATIPO,ASOCIACION,BAJA DE OFICIO,HABIDO,JUNIN,SATIPO,SATIPO,,,,2026-09-20T01:43:21.108Z
20568962282,ASOCIACIÓN DE PRODUCTORES CENTRO COFFEE,ASOCIACION,SUSPENSION TEMPORAL,HABIDO,JUNIN,CHANCHAMAYO,PICHANAQUI,,,S1070352,2026-09-20T01:43:21.108Z
20570699700,"""ASOCIACION DE PRODUCTORES AGROPECUARIOS PACHARUMI""",ASOCIACION,BAJA DE OFICIO,HABIDO,CAJAMARCA,JAEN,CHONTALI,,,,2026-09-20T01:43:21.108Z
20570706927,"""COOPERATIVA  AGRARIA RUTAS DEL INCA""","COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,CAJAMARCA,CHOTA,QUEROCOTO,,,,2026-09-20T01:43:21.108Z
20570822242,ASOCIACION DE PRODUCTORES AGROPECUARIOS E INDUSTRIALES DEL DISTRITO DE MATARA,ASOCIACION,ACTIVO,HABIDO,CAJAMARCA,CAJAMARCA,MATARA,,,,2026-09-20T01:43:21.108Z
20570838751,ASOCIACION DE PRODUCTORES AGROPECUARIOS SHICOMUMI ICHOCAN,ASOCIACION,ACTIVO,HABIDO,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,,,,2026-09-20T01:43:21.108Z
20570839056,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS EMPRENDEDORES DE CAJABAMBA - APALEC,ASOCIACION,ACTIVO,HABIDO,CAJAMARCA,CAJABAMBA,CAJABAMBA,,,,2026-09-20T01:43:21.108Z
20571335388,ASOCIACION DE AGRICULTORES AGROPECUARIOS SAN ISIDRO-ICHOC HUAYLAS-CARAZ,ASOCIACION,BAJA DE OFICIO,HABIDO,ANCASH,HUAYLAS,CARAZ,,,,2026-09-20T01:43:21.108Z
20571419301,ASOCIACION DE PRODUCTORES FRUTICOLA HUAQUISH PARARIN,ASOCIACION,BAJA DE OFICIO,HABIDO,LIMA,BARRANCA,BARRANCA,,,,2026-09-20T01:43:21.108Z
20572111131,ASOCIACION DE MUJERES ORGANIZADAS CHOCO WARMIS,ASOCIACION,ACTIVO,HABIDO,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,,,,2026-09-20T01:43:21.108Z
20572190251,CENTRAL DE COOPERATIVAS AGRARIAS CACAO AROMA DE TOCACHE LTDA. (CECAT),"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,SAN MARTIN,TOCACHE,TOCACHE,,,S1215024,2026-09-20T01:43:21.108Z
20573049102,COOPERATIVA AGRARIA CACAOTERA PUERTO INCA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,HUANUCO,PUERTO INCA,PUERTO INCA,,,,2026-09-20T01:43:21.108Z
20573057385,COOPERATIVA AGRARIA PARAISO,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,HUANUCO,MARAÑON,CHOLON,,,,2026-09-20T01:43:21.108Z
20573138202,ASOCIACION DE PRODUCTORES AGROPECUARIOS Y FORESTALES EL ALVA DE BARTOLOME-CUCHARA,ASOCIACION,BAJA DE OFICIO,NO HABIDO,HUANUCO,LEONCIO PRADO,RUPA-RUPA,062-962262426,diagui02@hotmail.com,B0339905,2026-09-20T01:43:21.108Z
20573260008,COOPERATIVA AGRARIA AUCAYACU,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,,,,2026-09-20T01:43:21.108Z
20573325223,COOPERATIVA AGROINDUSTRIAL APROBAP,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,HUANUCO,LEONCIO PRADO,RUPA-RUPA,,,,2026-09-20T01:43:21.108Z
20573330651,CENTRAL DE PRODUCTORES AGROPECUARIOS DEL VALLE AGRICOLA DE PAUCARTAMBO - PASCO,ASOCIACION,ACTIVO,HABIDO,PASCO,PASCO,PAUCARTAMBO,,,,2026-09-20T01:43:21.108Z
20573344791,ASOCIACION AGROECOLOGICO HUANGANAPAMPA,ASOCIACION,BAJA DE OFICIO,NO HABIDO,HUANUCO,LEONCIO PRADO,RUPA-RUPA,,,,2026-09-20T01:43:21.108Z
20574602450,COOPERATIVA AGRARIA FRUTOS DEL ANDE,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,AYACUCHO,HUAMANGA,AYACUCHO,956885290,ADMFRUTOSDELANDE@gmail.com,S1828755,2026-09-20T01:43:21.108Z
20574629226,ASOCIACION DE PRODUCTORES DE QUINUA Y GRANOS ANDINOS DE LA REGION AYACUCHO,ASOCIACION,BAJA DE OFICIO,NO HABIDO,AYACUCHO,HUAMANGA,TAMBILLO,,,,2026-09-20T01:43:21.108Z
20574660654,ASOCIACION DE PRODUCTORES AGROPECUARIOS UNION TAULLINO,ASOCIACION,BAJA DE OFICIO,HABIDO,AYACUCHO,HUANCA SANCOS,CARAPO,,,,2026-09-20T01:43:21.108Z
20574683867,ASOCIACION DE PRODUCTORES DE PALTA VALLE TOROBAMBA,ASOCIACION,BAJA DE OFICIO,NO HABIDO,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,995404030,gpg1956@hotmail.com,S0806241,2026-09-20T01:43:21.108Z
20574716978,ASOCIACION AGROPECUARIOS - MANCHIRI,ASOCIACION,ACTIVO,HABIDO,AYACUCHO,HUANCA SANCOS,CARAPO,,,,2026-09-20T01:43:21.108Z
20574734011,ASOCIACION DE PRODUCTORES AGROPECUARIOS UNIDOS AL DESARROLLO DE SANTA ROSA,ASOCIACION,ACTIVO,HABIDO,AYACUCHO,LA MAR,SANTA ROSA,,,,2026-09-20T01:43:21.108Z
20574797013,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE PARAISO CENTRAL,ASOCIACION,ACTIVO,HABIDO,CUSCO,LA CONVENCION,PICHARI,,,,2026-09-20T01:43:21.108Z
20600001109,COOPERATIVA AGRARIA CAFETALERA PRODUCTORA COMERCIAL EXPORTADORA CAFE ANDES AMAZONICOS LTDA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,AMAZONAS,UTCUBAMBA,LONYA GRANDE,973303528,cacPROCECAM@GMAIL.COM,S1590192,2026-09-20T01:43:21.108Z
20600010086,COOPERATIVA AGRARIA VALLE DEL CUCHARA LTDA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,HUANUCO,LEONCIO PRADO,RUPA-RUPA,,,,2026-09-20T01:43:21.108Z
20600029887,COOPERATIVA AGRARIA INTEGRAL LUZ DE LA ESPERANZA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,,,S2575552,2026-09-20T01:43:21.108Z
20600122330,COOPERATIVA AGRARIA BIO-ORGANICA CONDESUYOS - COOPABIC,"COOPERATIVAS, SAIS, CAPS",ACTIVO,NO HABIDO,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,,,,2026-09-20T01:43:21.108Z
20600146689,COOPERATIVA AGRARIA DE SERVICIOS AGRICOLAS TAMBOPATA CANDAMO,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,082793407,CONTABILIDAD@COOPTAMBOPATA.COM,S1788214,2026-09-20T01:43:21.108Z
20600161378,COOPERATIVA AGRARIA DE AGRICULTORES HUYRO,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,CUSCO,LA CONVENCION,HUAYOPATA,,,,2026-09-20T01:43:21.108Z
20600164351,COOPERATIVA AGROPECUARIA DE SERVICIOS MULTIPLES EL MISTI SAN ANTONIO DE CHUCA,"COOPERATIVAS, SAIS, CAPS",SUSPENSION TEMPORAL,HABIDO,AREQUIPA,AREQUIPA,SOCABAYA,,,,2026-09-20T01:43:21.108Z
20600167384,CONSORCIO DE PRODUCTORES ORGANICOS DEL ANDE LIBERTEÑO,ASOCIACION,BAJA DE OFICIO,HABIDO,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,,,,2026-09-20T01:43:21.108Z
20600188616,CORPORACION LA BODEGUILLA S.A.C.,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,MOQUEGUA,MARISCAL NIETO,SAN ANTONIO,,,,2026-09-20T01:43:21.108Z
20600200756,COOPERATIVA AGRARIA CAFETALERA MONTAÑA AZUL LTDA. - COOPACMA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,AMAZONAS,UTCUBAMBA,LONYA GRANDE,968078951,cajacoopacma@gmail.com,S2472997,2026-09-20T01:43:21.108Z
20600235444,COOPERATIVA AGRARIA QUEROHUAMBOS,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,CAJAMARCA,CHOTA,QUEROCOTO,,,,2026-09-20T01:43:21.108Z
20600250397,ASOCIACION DE PRODUCTORES DE PALTA DE MOQUEGUA PARA EXPORTACION - APPALMEX,ASOCIACION,BAJA DE OFICIO,HABIDO,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,,,,2026-09-20T01:43:21.108Z
20600256808,COOPERATIVA AGRARIA REVERENDO PADRE GERARDO COTE-UCAYALI COOPAGRA RPGC-UCAYALI,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,UCAYALI,CORONEL PORTILLO,CALLERIA,,,,2026-09-20T01:43:21.108Z
20600263286,ASOCIACIÓN DE PRODUCTORES SELVA NORORIENTAL,ASOCIACION,ACTIVO,HABIDO,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,,,,2026-09-20T01:43:21.108Z
20600276221,COOPERATIVA AGRARIA VALLE FORTALEZA - COAVAF,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,,,,2026-09-20T01:43:21.108Z
20600325478,COOPERATIVA AGRARIA JALCA VERDE,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,CAJAMARCA,CAJAMARCA,CAJAMARCA,,,,2026-09-20T01:43:21.108Z
20600366468,ASOCIACION UNION FORESTAL DE TARA - ASOC. UNION FORESTAL DE TARA,ASOCIACION,ACTIVO,HABIDO,TACNA,JORGE BASADRE,LOCUMBA,,,,2026-09-20T01:43:21.108Z
20600370619,COOPERATIVA AGRARIA ALTO ANDINA CHUGAY,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,,,S1200414,2026-09-20T01:43:21.108Z
20600382064,COOPERATIVA AGRARIA ECOLOGICA AGROINDUSTRIAL DE CURIMANA LTDA.,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,UCAYALI,PADRE ABAD,CURIMANA,982110324,saraidavila271101@gmail.com,S1787788,2026-09-20T01:43:21.108Z
20600384016,CENTRAL DE PRODUCTORES AGROPECUARIOS SAN CRISTOBAL DE QUIPARACRA - PASCO,ASOCIACION,ACTIVO,HABIDO,PASCO,PASCO,HUACHON,,,,2026-09-20T01:43:21.108Z
20600390911,COOPERATIVA AGRARIA DE CACAO AROMATICO COLPA DE LOROS,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,UCAYALI,PADRE ABAD,NESHUYA,,,S2589735,2026-09-20T01:43:21.108Z
20600444540,ASOCIACION DE PRODUCTORES DE CHIRIMOYA LUCUMAY,ASOCIACION,ACTIVO,HABIDO,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,,,,2026-09-20T01:43:21.108Z
20600446321,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE PALTAYPATA ABANCAY,ASOCIACION,ACTIVO,HABIDO,APURIMAC,ABANCAY,ABANCAY,,,,2026-09-20T01:43:21.108Z
20600464915,ASOCIACIÓN TAJIMAT,ASOCIACION,ACTIVO,HABIDO,SAN MARTIN,RIOJA,AWAJUN,,,,2026-09-20T01:43:21.108Z
20600483073,COOPERATIVA AGRARIA MAIKU MARKA-ACORA,"COOPERATIVAS, SAIS, CAPS",SUSPENSION TEMPORAL,HABIDO,PUNO,PUNO,PUNO,,,,2026-09-20T01:43:21.108Z
20600490347,ASOCIACION DE PRODUCTORES AGROPECUARIOS AGROINDUSTRIALES - CIPEN,ASOCIACION,BAJA DE OFICIO,HABIDO,LA LIBERTAD,OTUZCO,AGALLPAMPA,,,,2026-09-20T01:43:21.108Z
20600515412,ASOCIACION NUEVO TRIUNFO DE QUINUAPATA,ASOCIACION,BAJA DE OFICIO,HABIDO,HUANCAVELICA,HUAYTARA,PILPICHACA,,,,2026-09-20T01:43:21.108Z
20600523652,ASOCIACION AGROPECUARIA ATALAMBRA-LURICOCHA-HUANTA,ASOCIACION,ACTIVO,HABIDO,AYACUCHO,HUANTA,HUANTA,,,,2026-09-20T01:43:21.108Z
20600529693,AGRO ASOCIACION Y SERVICIOS TINKUY,ASOCIACION,BAJA DE OFICIO,HABIDO,AYACUCHO,HUANTA,LLOCHEGUA,,,,2026-09-20T01:43:21.108Z
20600534298,ASOCIACION CULTIAGRO EXPORT LA JOYA NUEVA GENERACION,ASOCIACION,ACTIVO,HABIDO,AREQUIPA,AREQUIPA,LA JOYA,,,,2026-09-20T01:43:21.108Z
20600558715,COOPERATIVA AGRARIA KIWICHA WAYI LTDA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,ANCASH,HUAYLAS,CARAZ,,,S1056733,2026-09-20T01:43:21.108Z
20600588355,COOPERATIVA AGROECOLOGICA GRANO ANDINO DISTRITO DE SARTIMBAMBA COOP GRANO ANDINO,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,,,,2026-09-20T01:43:21.108Z
20600588851,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL VALLE DE VISTA ALEGRE - PARIAHUANCA,ASOCIACION,SUSPENSION TEMPORAL,HABIDO,JUNIN,HUANCAYO,PARIAHUANCA,994832096,agroinversol@hotmail.com,S1496917,2026-09-20T01:43:21.108Z
20600594843,ASOCIACION DE PRODUCTORES AGROPECUARIOS EL PALTO FRONDOSO,ASOCIACION,ACTIVO,HABIDO,HUANCAVELICA,HUAYTARA,HUAYTARA,,,,2026-09-20T01:43:21.108Z
20600604580,ASOCIACION PRODUCTORES PALTA HASS EL PORVENIR HUARACANE,ASOCIACION,ACTIVO,HABIDO,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,,,,2026-09-20T01:43:21.108Z
20600668430,COOPERATIVA AGRARIA DEL CENTRO POBLADO DE BELLA BAJO MONZON,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,991235028,jeansalas91@hotmail.com,S1203969,2026-09-20T01:43:21.108Z
20600675487,ASOCIACION DE PRODUCTORES AGROPECUARIOS Y FORESTALES NUEVA URBANIZACION DE HUALLATA,ASOCIACION,ACTIVO,HABIDO,AYACUCHO,CANGALLO,LOS MOROCHUCOS,999659383,parhuana066@gmail.com,B0708007,2026-09-20T01:43:21.108Z
20600682386,ASOCIACION DE PRODUCTORES AGROPECUARIOS VALLE VERDE DE RODRIGUEZ DE MENDOZA,ASOCIACION,ACTIVO,HABIDO,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,941941869,valleverde_mendoza@yahoo.es,S2149859,2026-09-20T01:43:21.108Z
20600690184,EMPRESA AGROINDUSTRIAL Y SERVICIOS GENERALES EL PARAISO S.A.,SOCIEDAD ANONIMA,ACTIVO,HABIDO,AREQUIPA,CAYLLOMA,MAJES,,,S2597747,2026-09-20T01:43:21.108Z
20600717244,COOPERATIVA AGRARIA RENACER ANDINO,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,CAJAMARCA,SANTA CRUZ,PULAN,,,S1145903,2026-09-20T01:43:21.108Z
20600717902,COOPERATIVA AGRARIA AGROPIA LTDA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,JUNIN,HUANCAYO,SAPALLANGA,954001193,administracion@agropiaperu.com,S1455617,2026-09-20T01:43:21.108Z
20600719361,ASOCIACION AGROECOLOGICA AVANCC,ASOCIACION,BAJA DE OFICIO,NO HABIDO,JUNIN,CHANCHAMAYO,PICHANAQUI,,,,2026-09-20T01:43:21.108Z
20600720733,COOPERATIVA AGRARIA VALLE DEL MONZON CAV MONZON,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,HUANUCO,HUAMALIES,MONZON,,,S1256803,2026-09-20T01:43:21.108Z
20600726596,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE LA PLANTA SAN FRANCISCO SINTIMAYO,ASOCIACION,BAJA DE OFICIO,HABIDO,PUNO,LAMPA,PUCARA,,,,2026-09-20T01:43:21.108Z
20600727363,COORDINADORA DE PRODUCTORES DE CUYES VALLE DEL MANTARO PROCUY MANTARO,ASOCIACION,BAJA DE OFICIO,HABIDO,JUNIN,JAUJA,ATAURA,,,,2026-09-20T01:43:21.108Z
20600785541,"""ASOCIACION DE PRODUCTORES CAFETALEROS ANDINOS SIERRA VERDE""",ASOCIACION,ACTIVO,HABIDO,CAJAMARCA,JAEN,JAEN,,,,2026-09-20T01:43:21.108Z
20600796055,ASOCIACION MULTI PRODUCTORES LA PROSPERIDAD DE VALLE PICHANAKI - APROVE PICHANAKI,ASOCIACION,BAJA DE OFICIO,HABIDO,JUNIN,CHANCHAMAYO,PERENE,,,,2026-09-20T01:43:21.108Z
20600796268,ASOCIACION DE CRIADORES DE ALPACA Y LLAMAS SPAR PITUMARCA,ASOCIACION,BAJA DE OFICIO,HABIDO,CUSCO,CANCHIS,PITUMARCA,,,,2026-09-20T01:43:21.108Z
20600796683,ASOCIACION DE PRODUCTORES DE CACAO SAN FRANCISCO MADRE DE DIOS,ASOCIACION,ACTIVO,HABIDO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,944505687,cacaoterossanfrancisco@gmail.com,S1090780,2026-09-20T01:43:21.108Z
20600796721,ASOCIACIÓN DE PRODUCTORES AMAZONAS - ALTO MAYO,ASOCIACION,ACTIVO,HABIDO,SAN MARTIN,MOYOBAMBA,SORITOR,,,,2026-09-20T01:43:21.108Z
20600801661,COPAISEG SAN ROMAN LTDA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,PUNO,SAN ROMAN,CABANA,051330952,copaisegsanroman@gmail.com,S1395242,2026-09-20T01:43:21.108Z
20600836995,ASOCIACION DE PRODUCTORES AGROPECUARIOS SAN RAFAEL DE PIPISH CHALLANA - CHINCHAO,ASOCIACION,ACTIVO,HABIDO,HUANUCO,HUANUCO,CHINCHAO,,,,2026-09-20T01:43:21.108Z
20600838947,PRODUCTOS LACTEOS AREQUIPA S.A.,SOCIEDAD ANONIMA,ACTIVO,HABIDO,AREQUIPA,CAYLLOMA,MAJES,967722485,plantaqueseraaspam@gmail.com,S1983841,2026-09-20T01:43:21.108Z
20600862074,ASOCIACIÓN DE PRODUCTORES DE MANZANO ORGANICO DEL DISTRITO DE PARIACOTO,ASOCIACION,ACTIVO,HABIDO,ANCASH,HUARAZ,PARIACOTO,,,,2026-09-20T01:43:21.108Z
20600874919,COOPERATIVA AGRARIA DE LA INTER OCEANICA LIMITADA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,,,S1474282,2026-09-20T01:43:21.108Z
20600920597,COOPERATIVA AGRARIA YURAQ YAKU - CAG YURAQ YAKU,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,AYACUCHO,LA MAR,ANCHIHUAY,984979705,denissapardo@gmail.coM,S1690158,2026-09-20T01:43:21.108Z
20600964080,ASOCIACION DE AGRICULTORES KERGUERANOS,ASOCIACION,ACTIVO,HABIDO,LAMBAYEQUE,LAMBAYEQUE,SALAS,,,,2026-09-20T01:43:21.108Z
20600998847,COOPERATIVA AGROINDUSTRIAL TIERRA ANDINA APURIMAC LTDA - CATAA LTDA,"COOPERATIVAS, SAIS, CAPS",SUSPENSION TEMPORAL,HABIDO,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,,,,2026-09-20T01:43:21.108Z
20601006368,COOPERATIVA AGRARIA DE SERVICIOS MULTIPLES SUR ANDINO - COOPSUR,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,965888797,eduardicidio99@gmail.com,S1281063,2026-09-20T01:43:21.108Z
20601022444,CORPORACION GANADERA RAMIREZ SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,PUNO,SAN ROMAN,JULIACA,,,,2026-09-20T01:43:21.108Z
20601041830,ASOCIACION DE MUJERES PRODUCTORAS DE FLOR BLANCA,ASOCIACION,ACTIVO,HABIDO,HUANCAVELICA,ACOBAMBA,ROSARIO,950571212,asociacionflorblanca@hotmail.com,S1582817,2026-09-20T01:43:21.108Z
20601043212,ASOCIACION AGROPECUARIA JATUN ÑAN-CCARHUANCHO,ASOCIACION,BAJA DE OFICIO,HABIDO,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,,,,2026-09-20T01:43:21.108Z
20601067146,COOPERATIVA AGRARIA INDUSTRIAL MONTE ALEGRE - REGION UCAYALI (CAIMARU),"COOPERATIVAS, SAIS, CAPS",SUSPENSION TEMPORAL,HABIDO,UCAYALI,PADRE ABAD,NESHUYA,,,,2026-09-20T01:43:21.108Z
20601074843,ASOCIACION DE MUJERES ALLIN LLAMKAY,ASOCIACION,BAJA PROV. POR OFICIO,HABIDO,HUANCAVELICA,ACOBAMBA,ACOBAMBA,,,,2026-09-20T01:43:21.108Z
20601106699,COOPERATIVA AGRARIA DE PRODUCTOS BIO ORGANICOS Y GRANOS ANDINOS DE VIRACO - COOPRORGANIC,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,AREQUIPA,CASTILLA,VIRACO,,,,2026-09-20T01:43:21.108Z
20601119316,COOPERATIVA DE PRODUCTORES DE CACAO FINO Y DE AROMA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,UCAYALI,PADRE ABAD,PADRE ABAD,,,,2026-09-20T01:43:21.108Z
20601125715,COOPERATIVA AGRARIA ECOLOGICA MARKAHUAMACHUCO,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,,,S3106112,2026-09-20T01:43:21.108Z
20601154499,GRUPO ORO MUNDO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - GRUP. OROMUN S.R.L.,SOC.COM.RESPONS. LTDA,ACTIVO,HABIDO,TACNA,TARATA,ESTIQUE,,,S1573759,2026-09-20T01:43:21.108Z
20601186986,COOPERATIVA AGRARIA LOS AMBIENTALISTAS LTDA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,NO HABIDO,CAJAMARCA,JAEN,JAEN,,,,2026-09-20T01:43:21.108Z
20601209811,ASOCIACION DE PRODUCTORES AGROPECUARIOS Y DESTILADOS NUEVO HORIZONTE HUALLANCHI - APROAGRHU,ASOCIACION,ACTIVO,HABIDO,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,,,,2026-09-20T01:43:21.108Z
20601306485,"ASOCIACION DE PRODUCTORES AGROPECUARIOS MI HUAYLILLAS DEL DISTRITO DE CURGOS, PROVINCIA SANCHEZ CARR",ASOCIACION,ACTIVO,HABIDO,LA LIBERTAD,SANCHEZ CARRION,CURGOS,,,,2026-09-20T01:43:21.108Z
20601320348,ASOCIACION DE PRODUCTORES DE PUERTO PERU - APPP,ASOCIACION,ACTIVO,HABIDO,LORETO,ALTO AMAZONAS,YURIMAGUAS,,,,2026-09-20T01:43:21.108Z
20601329159,COOPERATIVA AGRARIA CAFETALERA DE LA NACION YANESHA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,PASCO,OXAPAMPA,VILLA RICA,,,,2026-09-20T01:43:21.108Z
20601339090,COOPERATIVA AGROINDUSTRIAL CAFETALERA CACOTERA MONZON LTDA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,HUANUCO,HUAMALIES,MONZON,,,,2026-09-20T01:43:21.108Z
20601360145,COOPERATIVA AGRARIA DE PRODUCCION ORGANICA SEÑOR DE HUANCA SAN SALVADOR - CAPOSH,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,CUSCO,CALCA,SAN SALVADOR,,,,2026-09-20T01:43:21.108Z
20601377781,"""COOPERATIVA AGRARIA DE PRODUCTORES DEL DISTRITO DE TAMBILLO""","COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,AYACUCHO,HUAMANGA,TAMBILLO,,,,2026-09-20T01:43:21.108Z
